gene	cluster	silhouette	mean_log2_expression	log2_range	correlation_to_centroid	z_S1	z_S2	z_S3	z_S4	z_S5	z_S6	z_S7	z_S8	z_S9	log2_S1	log2_S2	log2_S3	log2_S4	log2_S5	log2_S6	log2_S7	log2_S8	log2_S9
G8717	3	0.5981	13.7933	0.9292	0.9792	1.6601	1.1939	1.1468	-0.7404	-0.6334	-0.0619	-0.6867	-0.5426	-1.3358	14.3082	14.1636	14.1490	13.5637	13.5969	13.7741	13.5803	13.6250	13.3790
G8718	0	0.1982	8.8398	0.4558	0.6122	-0.4625	-1.8994	-0.2551	1.6978	0.8440	0.0654	-0.2530	-0.7100	0.9727	8.7812	8.5991	8.8074	9.0549	8.9467	8.8481	8.8077	8.7498	8.9630
G8719	3	0.3475	9.4626	0.4228	0.7458	1.1468	0.9069	0.9838	-0.0855	-2.2031	0.2390	-0.6417	0.3292	-0.6753	9.6073	9.5770	9.5867	9.4518	9.1845	9.4927	9.3816	9.5041	9.3774
G8720	3	0.6149	11.6193	1.5315	0.9898	1.4533	1.4280	1.2769	-0.7013	-0.6385	-0.3486	-0.5692	-0.7672	-1.1333	12.4798	12.4648	12.3753	11.2041	11.2412	11.4129	11.2823	11.1651	10.9483
G8721	3	0.5913	9.8580	1.1477	0.9846	1.4702	1.1303	1.5385	-0.7802	-0.7442	-0.7370	-0.3169	-0.4889	-1.0718	10.5044	10.3550	10.5344	9.5149	9.5307	9.5339	9.7186	9.6430	9.3867
G8722	3	0.2089	12.6395	0.5631	0.5699	0.5816	0.7045	1.0184	-0.0796	1.0951	-0.1189	0.0682	-1.1052	-2.1639	12.7400	12.7612	12.8154	12.6257	12.8287	12.6189	12.6513	12.4485	12.2656
G8723	2	-0.0453	8.2359	0.6230	0.5999	-0.4105	-0.6571	-0.6405	-1.0917	-0.8664	-0.2901	0.6385	1.4985	1.8193	8.1480	8.0953	8.0988	8.0023	8.0505	8.1738	8.3726	8.5566	8.6253
G8724	0	0.1694	8.6931	0.5472	0.4705	-0.8912	0.3122	-1.1735	-1.2628	1.7471	-0.1412	-0.1775	0.1713	1.4154	8.5311	8.7499	8.4798	8.4636	9.0107	8.6675	8.6609	8.7243	8.9504
G8725	2	0.0174	13.3764	0.3922	0.1736	-0.4011	0.6839	0.2536	-0.1167	-0.1862	-0.6038	2.1991	-1.7469	-0.0818	13.3365	13.4444	13.4016	13.3648	13.3579	13.3164	13.5950	13.2027	13.3682
G8726	3	0.4837	13.5859	1.1956	0.8810	1.0736	1.0058	1.7708	0.1043	-0.1726	-0.7199	-0.9323	-1.0190	-1.1107	14.0313	14.0032	14.3206	13.6291	13.5143	13.2872	13.1990	13.1631	13.1250
G8727	2	-0.0738	10.3221	0.2361	0.1012	1.0094	-0.6244	-1.5572	0.0663	0.8564	-0.7390	1.8485	-0.6491	-0.2109	10.3921	10.2789	10.2142	10.3267	10.3815	10.2709	10.4503	10.2771	10.3075
G8728	3	0.4348	11.3242	0.5959	0.8811	0.8910	1.1914	1.6630	-0.9074	-1.0589	-0.8458	0.4804	-0.4512	-0.9626	11.5193	11.5851	11.6883	11.1256	11.0924	11.1391	11.4294	11.2255	11.1135
G8729	3	0.5822	9.2631	0.7179	0.9782	1.1960	1.2298	1.7342	-0.9409	-0.7119	-0.5804	-0.5921	-0.4678	-0.8668	9.5840	9.5931	9.7284	9.0106	9.0720	9.1073	9.1042	9.1375	9.0304
G8730	3	0.4802	5.7508	2.9894	0.8803	1.6700	0.8876	1.1821	-0.3683	-0.2992	0.0096	-0.9364	-1.6304	-0.5150	7.2635	6.5548	6.8216	5.4172	5.4798	5.7595	4.9027	4.2741	5.2843
G8731	3	0.2406	9.8690	0.2981	0.6386	1.2945	-0.3193	1.6489	0.8936	-1.0914	0.1821	-0.5130	-1.1529	-0.9425	10.0067	9.8350	10.0444	9.9641	9.7529	9.8884	9.8144	9.7463	9.7687
G8732	0	0.1886	8.4319	0.3750	0.5181	-1.3192	-0.4930	0.0785	-0.0505	-0.2575	-1.1255	1.6218	-0.1892	1.7346	8.2699	8.3714	8.4416	8.4257	8.4003	8.2937	8.6311	8.4087	8.6450
G8733	0	0.3051	9.3200	0.3735	0.7090	-1.6564	-1.0090	-0.5192	0.7679	0.0425	1.8193	-0.3964	0.9540	-0.0027	9.1420	9.2116	9.2642	9.4025	9.3246	9.5155	9.2774	9.4225	9.3197
G8734	3	0.2230	11.9108	1.3884	0.6428	0.8288	0.3038	1.7695	1.0149	-0.0795	-0.6691	-0.8080	-1.4692	-0.8912	12.2661	12.0410	12.6693	12.3459	11.8767	11.6239	11.5644	11.2809	11.5287
G8735	3	0.4855	7.7480	1.0092	0.9163	2.1393	0.8578	0.7325	-0.8423	-0.7999	-0.6172	-0.9099	0.1866	-0.7470	8.4561	8.0319	7.9905	7.4692	7.4833	7.5438	7.4469	7.8098	7.5008
G8736	0	0.2398	7.7541	0.5378	0.5938	-1.7207	-0.9018	0.0512	0.5042	-0.6565	2.0852	0.0924	0.1454	0.4006	7.5110	7.6267	7.7613	7.8253	7.6613	8.0487	7.7671	7.7746	7.8107
G8737	3	0.5466	9.2887	0.7629	0.9270	1.6040	1.1434	0.9725	-0.6407	-0.3066	0.1845	-0.6898	-0.5911	-1.6764	9.6618	9.5547	9.5149	9.1397	9.2174	9.3317	9.1283	9.1513	8.8989
G8738	3	0.5754	12.0851	0.7243	0.9705	1.4542	1.6981	0.9430	-0.9475	-0.5446	-0.2833	-0.8529	-0.6018	-0.8652	12.4833	12.5500	12.3433	11.8257	11.9360	12.0076	11.8516	11.9204	11.8482
G8739	1	0.2470	10.3677	0.5802	0.9075	-0.2300	0.2289	0.0253	1.2713	1.4126	0.8318	-0.8602	-1.7003	-0.9795	10.3248	10.4104	10.3724	10.6047	10.6310	10.5228	10.2074	10.0508	10.1851
G8740	3	0.6115	13.5803	0.9164	0.9906	1.6722	1.3220	1.1322	-0.7003	-0.6229	-0.4328	-0.8028	-0.4408	-1.1268	14.1278	14.0131	13.9510	13.3510	13.3764	13.4386	13.3174	13.4360	13.2114
G8741	1	0.2043	11.0617	0.6027	0.9432	-0.2651	-0.7736	0.1087	1.6931	1.0409	1.1378	-1.2675	-0.6549	-1.0194	11.0077	10.9042	11.0838	11.4063	11.2736	11.2933	10.8036	10.9283	10.8541
G8742	3	0.5430	12.0572	0.7551	0.9674	1.5923	1.1238	1.2303	-1.3568	-0.6697	-0.3839	-0.2457	-0.2216	-1.0687	12.4649	12.3449	12.3722	11.7098	11.8857	11.9589	11.9943	12.0004	11.7835
G8743	1	0.1839	12.9383	0.6613	0.7073	-1.0005	0.4489	0.3149	1.0318	1.5741	0.5018	-0.2445	-0.8692	-1.7574	12.7397	13.0274	13.0008	13.1431	13.2508	13.0379	12.8898	12.7658	12.5895
G8744	3	0.6170	9.7534	1.2853	0.9932	1.4813	1.2721	1.4021	-0.7941	-0.5577	-0.4136	-0.5557	-0.6750	-1.1594	10.4743	10.3725	10.4358	9.3669	9.4819	9.5521	9.4829	9.4248	9.1890
G8745	3	0.2845	6.8345	0.7042	0.6901	0.5580	1.0707	1.3649	-1.4885	0.4056	-0.3190	0.5076	-1.6564	-0.4428	6.9645	7.0840	7.1526	6.4875	6.9290	6.7601	6.9528	6.4484	6.7313
G8746	2	0.0286	8.7973	0.4745	0.1361	1.8801	-1.9674	-0.2892	-0.4328	-0.2867	1.0553	0.0033	0.2706	-0.2331	9.0292	8.5547	8.7616	8.7439	8.7620	8.9274	8.7977	8.8307	8.7686
G8747	3	0.5162	10.5975	0.5923	0.9130	1.3648	1.3860	1.1668	-0.1470	-0.3359	-0.1288	-1.0674	-1.2913	-0.9471	10.8995	10.9042	10.8557	10.5650	10.5232	10.5690	10.3614	10.3119	10.3880
G8748	2	0.1379	8.1448	0.3570	0.5857	-0.5337	0.5991	-0.1869	-1.0839	-0.8147	-0.8298	-0.4221	1.9985	1.2735	8.0830	8.2142	8.1232	8.0193	8.0505	8.0487	8.0959	8.3763	8.2923
G8749	2	-0.0075	8.5517	0.4987	0.8304	0.8498	0.9127	0.5236	-2.1454	-0.2529	-0.5970	1.2971	-0.6761	0.0883	8.6748	8.6840	8.6276	8.2409	8.5151	8.4652	8.7396	8.4538	8.5645
G8750	3	0.6128	12.8221	0.7535	0.9960	1.6640	1.1086	1.3874	-0.8645	-0.5449	-0.5556	-0.6251	-0.5597	-1.0100	13.2910	13.1345	13.2130	12.5785	12.6685	12.6655	12.6459	12.6644	12.5375
G8751	3	0.5862	8.8218	0.6808	0.9727	1.7710	0.7190	1.5066	-0.5596	-0.7486	-0.4349	-0.6527	-0.4086	-1.1922	9.2287	8.9870	9.1680	8.6933	8.6498	8.7219	8.6719	8.7279	8.5479
G8752	3	0.3872	8.8524	1.4478	0.8231	0.7536	1.8902	1.0182	-1.3498	-0.5261	-0.1977	-0.6857	-1.0865	0.1838	9.1891	9.6970	9.3074	8.2492	8.6173	8.7640	8.5460	8.3669	8.9345
G8753	0	0.1998	4.7612	5.4201	0.4300	-1.7943	-1.4463	1.5546	-0.4363	0.3743	0.2887	0.4389	0.2409	0.7794	1.8571	2.4204	7.2772	4.0550	5.3670	5.2285	5.4715	5.1511	6.0227
G8754	0	0.4073	5.6296	2.3439	0.8003	-1.3255	-0.4860	-1.6594	-0.0615	1.4695	0.9548	-0.3029	0.9188	0.4922	4.6367	5.2656	4.3866	5.5836	6.7304	6.3449	5.4027	6.3179	5.9984
G8755	2	-0.1128	6.1342	0.5836	0.4005	0.9620	-0.4990	1.4607	-0.8920	-0.2031	-1.2373	-1.1826	1.3698	0.2215	6.3422	6.0262	6.4501	5.9412	6.0902	5.8665	5.8784	6.4305	6.1821
G8756	2	-0.1180	14.9610	1.5673	0.8634	1.1861	0.7150	0.7805	-2.3670	-0.5545	-0.0887	0.2348	0.5445	-0.4507	15.4842	15.2764	15.3053	13.9169	14.7164	14.9219	15.0646	15.2012	14.7622
G8757	1	-0.0583	11.1663	0.1865	0.5227	0.5255	-0.7585	1.7054	0.7230	-1.1961	1.1777	-1.1034	-0.3067	-0.7669	11.2001	11.1176	11.2760	11.2128	11.0895	11.2420	11.0954	11.1466	11.1170
G8758	2	0.1606	5.8893	0.9482	0.7617	-0.0616	-0.0488	0.9346	-2.2061	0.3028	-0.6185	1.5092	0.5860	-0.3976	5.8736	5.8769	6.1278	5.3263	5.9666	5.7315	6.2745	6.0389	5.7878
G8759	1	-0.1002	11.3251	0.2112	-0.0655	0.4294	-1.4248	-0.2589	1.3692	-0.6301	-0.5561	1.2436	1.0489	-1.2211	11.3576	11.2174	11.3055	11.4286	11.2775	11.2831	11.4191	11.4044	11.2328
G8760	0	0.5401	11.8808	1.0738	0.9419	-1.1555	-1.1154	-1.6944	0.0747	0.4895	0.3456	1.2343	0.8702	0.9511	11.4572	11.4719	11.2596	11.9082	12.0603	12.0076	12.3334	12.1999	12.2296
G8761	3	0.5624	10.5742	1.4902	0.9414	1.3500	1.5898	1.1300	-0.5096	-0.5252	-0.3270	-0.6842	-1.3397	-0.6840	11.2609	11.3829	11.1490	10.3150	10.3070	10.4079	10.2261	9.8927	10.2262
G8762	0	0.4820	10.1022	0.4318	0.9072	-1.5813	-1.3511	-1.0560	1.1188	0.7013	1.2063	0.5065	0.2198	0.2355	9.8572	9.8929	9.9386	10.2755	10.2108	10.2891	10.1807	10.1362	10.1387
G8763	0	0.4732	8.2237	0.7105	0.8655	-0.7325	-1.1104	-1.7504	1.2356	0.6411	-0.5704	0.4920	0.7390	1.0562	8.0494	7.9595	7.8072	8.5177	8.3762	8.0880	8.3407	8.3995	8.4750
G8764	3	0.4926	9.9018	0.8386	0.8825	0.8980	0.9410	1.8719	-0.2844	-0.9493	0.2600	-0.4986	-1.1226	-1.1159	10.1533	10.1653	10.4260	9.8222	9.6360	9.9746	9.7622	9.5874	9.5893
G8765	3	0.5568	13.0363	1.1498	0.9354	1.3060	1.1013	1.6617	-0.1755	-0.3646	-0.7262	-0.9300	-1.0090	-0.8637	13.5986	13.5104	13.7517	12.9607	12.8793	12.7236	12.6359	12.6019	12.6644
G8766	3	0.5921	13.6595	1.2048	0.9868	1.6822	1.2077	1.1711	-0.9400	-0.7209	-0.3790	-0.7133	-0.1906	-1.1172	14.3834	14.1792	14.1634	13.2549	13.3492	13.4964	13.3525	13.5774	13.1787
G8767	3	0.5723	10.8318	0.8503	0.9648	1.3869	0.9159	1.6678	-0.7173	-0.7311	-0.3977	-0.3430	-0.3689	-1.4126	11.2146	11.0846	11.2922	10.6338	10.6300	10.7220	10.7371	10.7300	10.4419
G8768	3	0.2584	6.3509	1.0337	0.7032	0.6393	0.4894	1.7367	-0.7502	-1.9615	-0.0216	0.6679	-0.1182	-0.6818	6.5296	6.4877	6.8364	6.1412	5.8027	6.3449	6.5376	6.3179	6.1603
G8769	3	0.5535	12.3953	1.0783	0.9465	1.3434	1.0600	1.6489	-0.4666	-1.0999	-0.3802	-0.3657	-1.1281	-0.6118	12.9169	12.8069	13.0355	12.2141	11.9682	12.2476	12.2533	11.9572	12.1577
G8770	3	0.5712	10.7021	1.3210	0.9494	1.2817	1.4135	1.3730	-0.2969	-0.5048	-0.2918	-1.2082	-0.7697	-0.9969	11.3479	11.4143	11.3939	10.5525	10.4478	10.5551	10.0933	10.3143	10.1998
G8771	3	0.5712	11.7879	0.7893	0.9556	1.6410	0.9469	1.3077	-0.4625	-0.8657	-0.1755	-0.8986	-0.1205	-1.3728	12.2177	12.0359	12.1304	11.6668	11.5612	11.7420	11.5526	11.7563	11.4284
G8772	3	0.4365	8.2189	1.3204	0.8678	1.5367	1.1068	1.1044	-0.2725	-1.1505	-1.5316	-0.1493	0.0100	-0.6540	8.8802	8.6952	8.6941	8.1016	7.7238	7.5598	8.1546	8.2232	7.9374
G8773	3	0.3666	9.6860	0.7977	0.8454	1.0282	1.7211	0.7664	-1.1145	-1.5994	-0.2406	0.1873	-0.0426	-0.7060	9.9330	10.0994	9.8701	9.4182	9.3017	9.6282	9.7310	9.6757	9.5164
G8774	0	0.5172	11.8138	0.5575	0.9222	-1.1816	-0.9094	-1.6428	0.1736	0.1026	0.0954	0.8599	0.9696	1.5326	11.6063	11.6541	11.5254	11.8443	11.8318	11.8305	11.9647	11.9840	12.0828
G8775	0	0.4365	11.5493	0.3460	0.8315	-1.5097	-0.7490	-1.4809	0.4801	0.6769	1.3366	0.9978	0.6064	-0.3581	11.3658	11.4583	11.3693	11.6077	11.6316	11.7118	11.6706	11.6230	11.5058
G8776	3	0.4031	12.7243	0.2841	0.8182	1.3414	0.7854	1.1422	-0.7343	-0.3677	-0.4741	0.8293	-0.7554	-1.7668	12.8469	12.7961	12.8287	12.6572	12.6907	12.6810	12.8001	12.6552	12.5628
G8777	0	0.5964	12.5004	2.3562	0.9826	-1.4809	-1.1924	-1.3823	0.3508	0.3686	0.5730	0.6752	0.6894	1.3985	11.2886	11.5246	11.3693	12.7875	12.8021	12.9692	13.0529	13.0645	13.6448
G8778	0	0.5455	11.1293	0.3473	0.9425	-1.5350	-1.2237	-1.3231	0.0883	1.0253	1.0221	0.7829	0.6178	0.5453	10.9210	10.9633	10.9498	11.1412	11.2683	11.2679	11.2355	11.2131	11.2032
G8779	1	0.0501	10.1127	0.2671	0.1650	0.7833	-1.3469	0.6330	1.6241	-0.4165	-1.2388	0.9971	-0.9021	-0.1332	10.1831	9.9916	10.1696	10.2587	10.0752	10.0013	10.2023	10.0316	10.1007
G8780	0	0.4934	10.7862	1.4992	0.9166	-1.6297	-1.0789	-1.2146	1.0505	0.9198	0.9097	0.7529	-0.2541	0.5444	9.8746	10.1827	10.1068	11.3738	11.3007	11.2951	11.2074	10.6441	11.0907
G8781	0	0.1776	7.9709	0.5172	0.4744	-2.3992	0.2582	0.1353	-0.1283	0.8431	1.1878	-0.5071	0.8424	-0.2323	7.6250	8.0082	7.9905	7.9524	8.0925	8.1422	7.8978	8.0924	7.9374
G8782	1	-0.1108	8.6005	0.3685	0.4039	1.0646	-0.0695	1.0813	0.8681	0.8912	-1.6562	-0.6745	-1.3905	-0.1144	8.7438	8.5911	8.7460	8.7173	8.7204	8.3775	8.5097	8.4133	8.5851
G8783	3	0.2060	8.5995	0.1937	0.6026	0.1629	1.0785	1.0461	-1.5102	-0.8354	1.0559	-0.6621	0.8636	-1.1994	8.6117	8.6802	8.6778	8.4865	8.5370	8.6785	8.5500	8.6641	8.5098
G8784	0	0.2946	8.4183	1.2486	0.6962	-1.9364	0.1529	-0.7848	-0.4034	-0.4588	-0.0378	1.2249	0.7904	1.4531	7.7050	8.4746	8.1292	8.2697	8.2493	8.4044	8.8695	8.7095	8.9536
G8785	0	0.3457	20.1768	0.8423	0.7021	-1.1915	-1.2900	-0.6225	0.0675	2.1591	-0.1180	0.9048	0.1582	-0.0675	19.8858	19.8618	20.0248	20.1933	20.7041	20.1480	20.3978	20.2155	20.1603
G8786	2	-0.0714	6.0276	1.0540	0.0559	-0.3663	1.3642	-1.5484	0.0928	-0.7534	0.5981	0.1196	-1.0832	1.5766	5.9040	6.4877	5.5054	6.0589	5.7735	6.2293	6.0679	5.6622	6.5593
G8787	3	0.4478	6.9598	6.9067	0.8602	2.3538	0.1654	0.9799	-0.5132	-0.9571	-0.3502	-0.9400	-0.4529	-0.2856	11.8700	7.3048	9.0039	5.8892	4.9633	6.2293	4.9990	6.0150	6.3641
G8788	3	0.3873	10.5037	0.3700	0.8711	1.1959	0.9939	1.3641	-1.5149	-1.4813	0.1321	-0.1052	-0.1644	-0.4201	10.6574	10.6315	10.6790	10.3090	10.3134	10.5207	10.4902	10.4826	10.4497
G8789	1	-0.0017	8.9875	0.4722	0.5602	-0.7255	0.6164	-1.3151	0.7021	0.1632	1.9957	-1.0757	-0.7460	0.3849	8.8840	9.0754	8.7999	9.0876	9.0107	9.2721	8.8341	8.8811	9.0424
G8790	0	0.4909	7.1870	0.6741	0.8960	-1.8283	-0.3957	-1.5134	0.9525	1.0809	-0.0805	0.6629	0.7340	0.3876	6.7634	7.0953	6.8364	7.4077	7.4375	7.1684	7.3406	7.3571	7.2768
G8791	1	0.0764	9.1070	0.2502	0.5780	-1.4768	-1.0049	1.5163	1.0956	0.8272	0.5492	-0.0665	-0.3439	-1.0961	8.9836	9.0230	9.2338	9.1986	9.1762	9.1529	9.1015	9.0783	9.0154
G8792	2	0.0386	8.2030	0.2474	0.3569	0.0899	0.9591	-0.1140	-1.6643	1.4137	-0.4286	0.5926	-1.5187	0.6703	8.2103	8.2801	8.1939	8.0692	8.3167	8.1686	8.2507	8.0810	8.2569
G8793	2	-0.0598	9.3038	3.6602	0.3377	0.9393	-0.0943	0.5578	-2.0164	1.6235	0.0323	-0.7223	-0.6709	0.3510	10.2483	9.2090	9.8647	7.2762	10.9364	9.3363	8.5775	8.6292	9.6568
G8794	2	0.0722	7.0150	0.8993	0.5530	-0.1366	-0.1865	1.3103	-0.8316	-1.4326	-0.7579	-0.1007	1.9680	0.1675	6.9789	6.9657	7.3615	6.7951	6.6362	6.8146	6.9884	7.5355	7.0593
G8795	1	-0.1129	7.2466	0.6441	0.2395	-0.0868	0.7036	0.6706	-0.4698	-0.0895	1.0668	-1.6395	1.3331	-1.4886	7.2278	7.3991	7.3919	7.1448	7.2272	7.4778	6.8914	7.5355	6.9241
G8796	0	0.5556	10.1846	0.3819	0.9704	-1.6678	-1.1053	-1.2603	1.0205	0.6563	0.6642	0.3800	0.1615	1.1509	9.9586	10.0348	10.0138	10.3228	10.2735	10.2746	10.2361	10.2064	10.3405
G8797	3	0.5443	10.4834	0.6237	0.9710	1.4060	1.3323	1.3440	-1.3395	-0.8670	-0.4408	-0.4139	-0.4449	-0.5763	10.8028	10.7861	10.7888	10.1791	10.2865	10.3833	10.3894	10.3824	10.3525
G8798	3	0.3960	8.3692	1.0241	0.7625	0.4762	0.7835	2.2014	-0.0506	-0.3248	-0.9756	-0.1148	-1.3509	-0.6444	8.5065	8.5951	9.0039	8.3546	8.2756	8.0880	8.3361	7.9797	8.1834
G8799	0	0.4301	10.9685	0.8364	0.8626	-1.6277	-1.1935	-0.9658	0.9788	0.8958	1.3864	0.4526	-0.1908	0.2643	10.5168	10.6373	10.7005	11.2401	11.2170	11.3532	11.0941	10.9155	11.0418
G8800	3	0.5804	11.1418	1.5283	0.9587	1.2884	1.1628	1.6873	-0.4875	-0.4316	-0.8503	-0.5033	-0.9216	-0.9442	11.8901	11.8172	12.1217	10.8587	10.8912	10.6480	10.8496	10.6066	10.5935
G8801	0	0.5430	7.7428	0.8619	0.9335	-1.9630	-0.5302	-1.3686	0.0592	0.7482	0.5539	0.6950	0.9719	0.8336	7.1664	7.5872	7.3409	7.7602	7.9626	7.9055	7.9469	8.0283	7.9876
G8802	3	0.2998	14.8170	0.5946	0.6805	1.4032	-0.2481	1.7063	0.0916	-1.7403	-0.8187	-0.5022	0.2693	-0.1612	15.0591	14.7742	15.1114	14.8329	14.5168	14.6758	14.7304	14.8635	14.7892
G8803	3	0.5722	10.5914	0.7129	0.9560	1.7023	1.4238	0.8185	-0.5051	-0.4267	-0.4249	-0.5901	-0.5279	-1.4699	10.9740	10.9114	10.7754	10.4779	10.4955	10.4959	10.4588	10.4728	10.2611
G8804	2	0.2009	12.7972	0.5672	0.9262	1.0115	0.1506	-0.2218	-2.4004	-0.6859	0.3315	1.1613	0.3499	0.3031	12.9583	12.8212	12.7619	12.4150	12.6880	12.8500	12.9822	12.8530	12.8455
G8805	0	0.2259	10.8404	0.4760	0.6499	-0.2085	-0.6922	-1.7246	-1.0925	0.5080	-0.1101	0.6719	1.1213	1.5266	10.8099	10.7391	10.5879	10.6805	10.9148	10.8243	10.9388	11.0046	11.0639
G8806	0	0.5191	10.8186	2.3578	0.9319	-1.7172	-1.1036	-1.2068	0.8554	1.1237	0.7234	0.8664	0.1882	0.2708	9.3933	9.9026	9.8170	11.5285	11.7512	11.4189	11.5376	10.9747	11.0433
G8807	2	-0.1073	3.6360	4.3663	0.2115	-0.1129	0.6925	1.2349	-1.2686	0.7338	-0.5474	-1.8397	0.0354	1.0721	3.4756	4.6195	5.3896	1.8344	4.6781	2.8585	1.0233	3.6863	5.1585
G8808	3	0.5748	10.9291	0.5434	0.9578	1.3569	1.3344	1.2706	-0.5377	-1.0249	0.1753	-0.6177	-0.7580	-1.1988	11.2176	11.2129	11.1993	10.8148	10.7112	10.9664	10.7978	10.7680	10.6742
G8809	0	0.5448	14.1089	0.7751	0.9441	-1.4840	-1.2596	-1.3259	0.2861	1.2369	0.6870	0.9825	0.3399	0.5372	13.6861	13.7501	13.7312	14.1904	14.4612	14.3046	14.3888	14.2057	14.2619
G8810	1	0.1124	9.0348	0.2175	0.7091	-0.4211	0.0933	1.2627	1.9122	0.3033	-0.4172	-0.2714	-0.9199	-1.5418	9.0083	9.0407	9.1143	9.1552	9.0539	9.0085	9.0177	8.9769	8.9377
G8811	2	0.1822	9.5409	0.4336	0.6735	0.7802	0.0257	-0.4171	-0.7412	-1.7551	-0.5290	1.4486	-0.2729	1.4609	9.6461	9.5444	9.4847	9.4410	9.3043	9.4696	9.7362	9.5041	9.7379
G8812	1	-0.1688	11.7869	0.4909	0.6286	0.8563	1.2990	0.4109	1.3420	-0.4949	-0.1240	-1.6258	-0.4300	-1.2335	11.9285	12.0017	11.8548	12.0088	11.7050	11.7663	11.5179	11.7157	11.5828
G8813	1	-0.0192	9.9307	0.3168	0.5595	-0.1393	0.4875	1.5297	1.6657	-0.3592	-0.9916	-0.7319	-1.4062	-0.0546	9.9163	9.9809	10.0884	10.1024	9.8936	9.8284	9.8552	9.7856	9.9250
G8814	3	0.5554	11.7090	0.5553	0.9282	1.4115	0.9630	1.6436	-0.0232	-0.5977	-1.0350	-0.5656	-0.8088	-0.9878	12.0016	11.9086	12.0497	11.7041	11.5850	11.4944	11.5917	11.5413	11.5042
G8815	3	0.5656	8.1852	0.9720	0.9638	1.4805	1.3320	1.2154	-1.0811	-0.4420	-0.0724	-0.4629	-1.1154	-0.8540	8.7396	8.6840	8.6403	7.7804	8.0197	8.1581	8.0119	7.7675	7.8654
G8816	0	0.2906	9.0823	0.5699	0.7145	-0.8189	-2.1200	-0.1481	1.4376	0.9111	0.2744	-0.1206	-0.2804	0.8650	8.9511	8.7427	9.0586	9.3126	9.2283	9.1263	9.0630	9.0374	9.2209
G8817	3	0.5366	6.2676	1.3745	0.9217	1.0078	1.2647	1.7011	-0.4241	-0.1289	-0.3330	-1.0045	-0.9905	-1.0926	6.7634	6.8898	7.1045	6.0589	6.2041	6.1037	5.7733	5.7802	5.7300
G8818	2	-0.0265	7.8794	0.8387	0.3166	-1.1760	0.8479	1.3567	-1.1975	-0.2132	0.2600	0.1181	1.3242	-1.3202	7.5110	8.1451	8.3045	7.5042	7.8126	7.9609	7.9164	8.2943	7.4658
G8819	3	0.4058	5.2383	2.0813	0.7978	0.5895	1.8130	1.0100	-0.9288	0.4473	-0.7743	-0.5414	-0.0710	-1.5443	5.6038	6.3622	5.8644	4.6625	5.5156	4.7583	4.9027	5.1943	4.2809
G8820	3	0.1846	5.5831	1.0724	0.5073	-0.1495	0.9976	1.5948	-1.1855	0.8913	-1.2939	-1.2141	0.2951	0.0642	5.5276	5.9535	6.1752	5.1430	5.9140	5.1028	5.1324	5.6927	5.6069
G8821	2	0.0098	7.6192	1.0240	0.6192	0.3141	-0.5052	-1.4122	-1.3123	0.3920	-0.8906	1.2624	1.2687	0.8831	7.7391	7.4262	7.0798	7.1180	7.7689	7.2790	8.1014	8.1038	7.9565
G8822	3	0.3786	10.9145	0.3001	0.7462	0.8514	1.6102	0.7451	0.5049	-1.0199	-0.3791	0.3481	-1.2131	-1.4476	10.9980	11.0725	10.9876	10.9640	10.8143	10.8772	10.9486	10.7954	10.7724
G8823	0	0.4023	8.6974	0.5058	0.8158	-2.4691	-0.4264	-0.3580	0.8462	0.5377	0.7060	0.3803	-0.1733	0.9566	8.3328	8.6344	8.6445	8.8223	8.7768	8.8016	8.7535	8.6718	8.8386
G8824	3	0.5246	11.3600	0.6689	0.9463	1.4120	1.7171	0.8754	-1.2633	-0.5439	-0.2307	-0.5438	-0.8504	-0.5724	11.6769	11.7454	11.5564	11.0764	11.2379	11.3082	11.2379	11.1691	11.2315
G8825	3	0.2876	8.1941	0.9713	0.6781	2.2231	0.7401	-0.5020	-0.6755	-0.6753	0.3941	-0.6169	0.3976	-1.2853	8.8096	8.3990	8.0552	8.0072	8.0072	8.3033	8.0234	8.3042	7.8383
G8826	2	0.1782	12.0277	0.6111	0.7522	-0.0060	-0.2969	-0.0278	-1.2542	-0.6839	-1.4494	1.0775	1.0738	1.5670	12.0264	11.9675	12.0220	11.7736	11.8891	11.7340	12.2459	12.2452	12.3451
G8827	0	0.1766	11.4254	0.2747	0.5811	-0.6163	-0.4434	-1.1629	-0.7092	0.5278	-1.2336	1.6717	0.8394	1.1264	11.3672	11.3835	11.3155	11.3584	11.4753	11.3088	11.5835	11.5048	11.5319
G8828	2	0.2329	10.1840	0.4687	0.8381	0.1695	-0.3388	-0.0989	-2.2564	0.2051	-0.6899	1.0215	0.6637	1.3241	10.2062	10.1396	10.1710	9.8886	10.2108	10.0937	10.3177	10.2709	10.3573
G8829	2	0.1832	8.0883	0.8733	0.6665	-0.0218	-0.0655	0.5595	-1.0740	-0.1323	-2.0410	1.6029	0.7975	0.3747	8.0830	8.0726	8.2223	7.8309	8.0566	7.5991	8.4724	8.2794	8.1780
G8830	3	0.6045	11.4901	5.4037	0.9769	1.2868	1.3860	1.5302	-0.6157	-0.5725	-0.4803	-0.8472	-0.8831	-0.8042	14.3714	14.5935	14.9164	10.1115	10.2081	10.4145	9.5931	9.5127	9.6894
